# index,date_and_time,caller_number,caller_channel,called_number,called_channel,ring_time,talk_time,status,details
319,1402/10/22 14:42:35,2142170376,35:685,2142170567,36:974,1:32,0:00,No answer,no pickup
320,1402/07/12 12:26:22,21747969545,4:777,21190255905,16:763,2:37,0:58,answered,
321,1402/08/19 07:20:24,2415208,37:499,1769864,7:927,3:06,5:43,answered,
322,1402/11/28 19:04:53,421706785,35:319,2142170556,4:404,4:25,1:39,answered,
323,1402/05/17 19:19:27,2919541,35:420,9421707351,26:357,4:32,0:00,busy,
324,1402/11/18 19:39:54,920,28:679,2142170837,4:634,1:23,3:09,answered,
325,1402/04/13 10:07:09,421703466,13:128,2364424,20:575,3:35,0:00,busy,
326,1402/05/22 15:11:41,703,3:839,2142170520,2:156,0:20,4:19,answered,
327,1402/02/08 16:07:49,21751623198,21:437,421709984,25:925,5:47,1:59,answered,
328,1402/10/02 14:34:23,421,8:424,2142170447,31:799,1:17,1:23,answered,
329,1402/08/13 07:58:25,640,17:408,21134864518,-,1:55,0:00,No answer,no pickup
330,1402/06/23 13:56:58,421708560,7:944,2776,17:618,0:22,0:00,Failed,network error
331,1402/02/06 10:33:45,957,9:967,21127206345,27:911,2:28,3:55,answered,
332,1402/10/08 07:01:59,3429543,36:762,421707526,15:191,3:12,0:00,No answer,no pickup
333,1402/08/27 17:31:07,2142170306,15:830,921521529108,18:394,5:31,3:08,answered,
334,1402/01/10 11:15:39,493,29:354,4626,30:187,0:30,0:00,No answer,no pickup
335,1402/10/22 19:38:45,421706636,3:105,921511800537,40:490,2:25,0:00,Failed,network error
336,1402/03/03 12:45:33,6280924,28:245,2142170975,21:145,1:31,0:00,No answer,no pickup
337,1402/06/24 14:48:09,2142170664,36:973,5856,29:154,1:09,0:00,No answer,no pickup
338,1402/08/04 20:46:55,21420742761,10:226,9421701758,14:989,2:11,1:47,answered,
339,1402/11/22 08:25:23,5993,38:208,21992613715,10:129,0:29,5:42,answered,
340,1402/05/11 19:03:47,849,5:660,21609759230,25:194,3:16,0:00,No answer,no pickup
341,1402/11/05 08:19:31,421704610,28:853,366,20:801,4:08,2:42,answered,
342,1402/08/22 10:41:43,21683776749,10:607,921265926610,34:185,2:29,3:05,answered,
343,1402/09/03 07:32:06,522,33:535,4864,30:776,5:36,2:22,answered,
344,1402/07/23 11:20:37,2142170280,30:875,421708226,40:927,2:21,1:13,answered,
345,1402/11/24 16:46:31,421702941,20:733,921900610277,40:469,5:43,0:00,busy,
346,1402/03/21 10:27:53,7412203,35:295,421701303,-,3:27,0:07,answered,
347,1402/11/28 18:27:26,421703777,32:854,21893349605,36:397,0:31,3:31,answered,
348,1402/11/12 14:44:27,8308,2:265,21795814671,13:580,2:28,1:32,answered,
349,1402/03/20 10:18:44,421706972,6:783,7657,12:304,1:38,0:00,No answer,no pickup
350,1402/06/09 12:43:10,267,12:947,4380,33:132,0:21,0:00,Failed,network error
351,1402/06/25 07:49:56,293,36:373,421709374,33:718,5:06,0:00,Failed,network error
352,1402/02/28 10:58:23,1771199,11:845,421709081,29:880,4:31,5:55,answered,
353,1402/02/09 12:45:48,21355213760,27:469,854,16:255,4:26,1:08,answered,
354,1402/07/25 09:27:03,767,26:877,1720811,-,0:40,5:51,answered,
355,1402/09/20 19:39:41,9466845,29:814,1489267,26:894,1:56,0:00,busy,
356,1402/05/17 12:48:40,2142170208,11:123,7288431,-,2:15,2:46,answered,
357,1402/12/01 14:21:15,910,38:679,5851017,35:964,4:14,2:19,answered,
358,1402/06/15 08:09:45,2142170368,28:948,258,6:163,3:56,1:30,answered,
359,1402/07/27 09:09:32,421708158,9:596,921986497677,9:821,4:55,0:00,busy,
360,1402/01/17 09:07:23,2377,20:483,21385196115,32:128,1:09,4:26,answered,
361,1402/08/11 19:24:30,21543270185,39:235,421701679,33:751,3:48,3:42,answered,
362,1402/12/01 16:40:50,351,20:674,921736580741,36:187,1:39,0:00,No answer,no pickup
363,1402/01/09 19:13:15,1983,38:554,9421709018,-,2:25,4:02,answered,
364,1402/05/03 08:06:34,156,11:392,2142170708,17:886,0:09,2:26,answered,
365,1402/06/09 13:52:57,3095200,8:153,7152,39:700,1:31,4:48,answered,
366,1402/01/09 15:37:43,7140,7:352,8861706,9:411,4:26,0:00,busy,
367,1402/09/14 15:28:02,283,1:932,2142170682,40:396,5:10,0:00,No answer,no pickup
368,1402/02/13 18:07:53,21174946539,9:842,1289,18:999,3:13,4:32,answered,
369,1402/10/11 07:58:44,2142170647,9:761,4553,39:587,0:57,0:43,answered,
370,1402/06/27 13:52:38,421707876,23:496,421702807,1:227,3:23,0:00,busy,
371,1402/12/08 10:31:23,421708030,3:387,6319,39:314,0:12,0:00,busy,
372,1402/02/05 11:59:36,7149872,15:635,319,18:296,5:01,5:43,answered,
373,1402/01/24 10:03:17,5870,27:645,921156641877,1:501,1:21,0:56,answered,
374,1402/11/21 08:01:30,1361,28:927,425,-,2:15,0:30,answered,
375,1402/02/21 14:37:07,421706058,6:162,299,25:420,5:04,1:03,answered,
376,1402/07/08 20:38:50,149,40:110,921210804661,30:914,3:56,0:00,busy,
377,1402/04/19 09:40:32,2507,17:463,4110919,40:555,1:15,0:00,No answer,no pickup
378,1402/05/12 07:33:37,421701024,10:158,921954982274,36:979,0:27,0:00,busy,
379,1402/06/28 16:36:21,2142170433,40:406,421706377,11:207,3:56,0:31,answered,
380,1402/07/07 13:11:52,421701337,1:471,475,-,4:07,0:00,No answer,no pickup
381,1402/12/06 12:54:35,421705739,16:282,1033423,12:963,2:58,0:00,No answer,no pickup
382,1402/03/26 10:12:34,21126153473,25:811,6289611,39:539,5:15,0:48,answered,
383,1402/02/26 14:50:42,4842,40:166,4042897,25:869,5:48,4:23,answered,
384,1402/10/21 07:13:14,972,13:562,6877749,26:323,2:27,3:36,answered,
385,1402/04/19 07:29:32,421706481,40:444,2142170247,30:542,3:23,3:20,answered,
386,1402/05/27 15:32:34,2142170702,6:904,9421704415,15:200,0:04,0:00,Failed,network error
387,1402/12/24 15:58:16,2142170183,1:888,4544439,23:901,3:25,0:00,Failed,network error
388,1402/08/11 19:05:20,1782,13:539,921433738987,27:314,3:28,0:00,busy,
389,1402/06/11 10:26:27,1529,26:881,2142170507,35:406,2:37,0:00,No answer,no pickup
390,1402/08/21 11:05:10,21122599996,7:791,921461863715,3:946,5:38,3:01,answered,
391,1402/01/12 15:00:10,421704164,21:980,448,26:260,0:08,4:26,answered,
392,1402/11/16 09:38:36,263,20:701,2142170446,30:382,1:00,0:00,No answer,no pickup
393,1402/08/15 16:02:47,421708169,6:394,959,30:455,5:53,0:00,No answer,no pickup
394,1402/11/18 11:42:58,5692632,5:814,921862916032,14:605,3:48,4:07,answered,
395,1402/02/21 18:43:47,2142170218,30:490,7724380,26:976,1:25,0:00,answered,
396,1402/04/23 14:08:30,2142170225,18:961,9421708711,2:721,0:11,2:07,answered,
397,1402/01/22 15:13:28,7210,4:956,3752,34:756,5:45,5:57,answered,
398,1402/07/01 07:21:52,21747090063,13:796,633,15:198,5:10,5:10,answered,
399,1402/06/01 13:13:29,21781558393,15:167,921713315520,18:765,4:23,0:04,answered,
400,1402/10/11 17:44:24,421707497,9:440,421709924,21:971,5:30,0:00,Failed,network error
401,1402/03/12 14:18:12,21609976838,10:484,21409143639,3:343,5:38,3:47,answered,
402,1402/11/08 19:43:44,2142170345,15:722,21964035533,34:429,1:28,5:00,answered,
403,1402/08/10 09:46:12,21813023212,16:534,481,16:410,2:36,3:40,answered,
404,1402/08/01 19:24:27,421705715,6:877,921727768962,20:709,4:09,0:00,No answer,no pickup
405,1402/02/11 09:45:30,3467,13:258,8468,1:113,4:46,0:00,busy,
406,1402/02/13 16:10:12,6766656,28:361,9421705916,23:621,5:31,0:00,No answer,no pickup
407,1402/11/27 09:00:07,6066337,6:759,21602497243,25:507,5:37,0:00,busy,
408,1402/07/23 11:00:10,21936264488,32:101,921561195243,-,3:41,0:00,Failed,network error
409,1402/04/06 10:03:47,2142170722,12:928,3237281,17:992,3:28,5:58,answered,
410,1402/10/08 14:31:43,2214,7:109,421707141,-,4:50,0:06,answered,
411,1402/06/22 12:20:52,421709069,16:469,8759,25:725,0:22,2:51,answered,
412,1402/08/17 13:42:12,21176209184,1:753,679,21:117,5:23,0:00,busy,
413,1402/12/17 07:08:31,21673976915,6:408,921816493289,36:995,3:10,0:00,No answer,no pickup
414,1402/11/23 08:06:27,278,2:264,432,21:492,2:14,0:00,No answer,no pickup
415,1402/09/28 13:51:14,5712871,15:365,4991566,6:214,0:21,0:00,busy,
416,1402/03/17 17:38:37,4195256,15:209,21509836655,35:972,3:20,0:00,No answer,no pickup
417,1402/05/17 18:07:17,421705377,37:589,2142170520,14:606,2:45,3:03,answered,
418,1402/08/12 19:25:25,2142170333,5:640,21376420865,19:813,1:44,4:25,answered,
419,1402/12/07 18:41:00,21359047292,24:843,9421708423,7:794,1:24,3:43,answered,
420,1402/10/14 09:40:46,421701157,26:350,2142170118,-,3:19,0:00,busy,
421,1402/10/19 16:30:17,3617647,7:913,1111178,25:595,5:44,3:19,answered,
422,1402/09/26 19:33:31,3151,5:631,2142170706,35:830,5:07,1:42,answered,
423,1402/01/03 08:32:19,21392087510,24:657,2142170421,1:354,2:02,4:57,answered,
424,1402/04/23 08:42:52,2142170972,3:342,9421706859,-,1:08,4:35,answered,
425,1402/11/14 18:09:34,421706429,14:172,921284462671,18:748,5:41,0:00,Failed,network error
426,1402/07/13 07:38:15,421706989,5:376,2142170725,8:800,4:26,0:00,Failed,network error
427,1402/02/06 15:46:56,21615542340,20:702,421707361,32:197,4:22,0:00,No answer,no pickup
428,1402/03/09 07:43:32,5849102,10:773,7258896,25:681,5:17,0:58,answered,
429,1402/02/10 13:49:20,6396727,6:749,8844683,-,1:36,0:05,answered,
430,1402/10/07 20:47:00,5870682,28:819,9421708881,23:350,5:42,4:43,answered,
431,1402/09/12 07:27:31,1972,25:274,315,8:446,5:15,0:00,No answer,no pickup
432,1402/05/21 15:52:57,2447,3:574,5309,32:158,2:00,4:29,answered,
433,1402/09/05 13:07:58,2142170551,32:107,21626501673,17:331,3:25,2:19,answered,
434,1402/12/14 07:22:56,2142170728,13:213,2772,3:236,3:26,5:21,answered,
435,1402/12/27 20:24:08,21337416787,8:210,2142170668,9:259,2:32,0:00,busy,
436,1402/12/17 09:15:17,21405690674,8:984,8163,16:782,3:12,0:00,busy,
437,1402/03/13 07:17:12,289,10:536,2142170492,-,0:24,3:33,answered,
438,1402/06/23 13:15:20,2142170435,4:286,921808604145,-,5:20,1:18,answered,
439,1402/03/11 12:47:51,591,24:860,921347554110,34:719,2:15,0:00,busy,
440,1402/02/03 15:39:21,5396112,20:842,421701933,13:646,5:09,0:00,busy,
441,1402/09/26 07:10:38,21336848557,18:813,421707176,19:146,4:03,5:12,answered,
442,1402/10/23 07:56:59,7788127,33:566,921966943202,34:365,2:54,1:18,answered,
443,1402/05/05 11:55:50,5812308,4:757,502,14:647,0:00,0:00,Failed,network error
444,1402/01/21 20:00:52,6955184,23:324,2142170794,18:280,2:01,4:42,answered,
445,1402/10/21 19:54:48,2649,26:259,835,28:477,1:57,3:05,answered,
446,1402/03/21 11:01:19,372,11:281,2142170497,39:292,0:09,0:00,Failed,network error
447,1402/11/02 09:15:49,21737618209,6:374,421707601,39:113,0:50,0:00,No answer,no pickup
448,1402/12/09 17:34:07,21951327972,2:944,6723,-,0:32,3:09,answered,
449,1402/02/12 08:57:02,21403662543,39:254,921272131451,34:442,4:11,0:00,busy,
450,1402/03/25 17:09:20,7249451,10:499,8541,31:934,0:07,0:00,No answer,no pickup
451,1402/07/20 19:40:21,7421,9:921,3265576,16:492,3:35,3:34,answered,
452,1402/01/12 15:30:08,8883,8:161,921296893135,24:969,1:18,3:09,answered,
453,1402/02/16 20:38:55,7333,11:130,21312606501,10:180,1:04,0:00,busy,
454,1402/03/17 09:00:25,21722728476,28:796,8041200,30:667,5:53,0:00,busy,
455,1402/07/06 20:47:35,2142170943,39:961,921341862369,-,2:41,5:25,answered,
456,1402/03/18 08:04:13,305,39:111,921441115950,20:292,4:12,5:59,answered,
457,1402/07/24 12:08:44,21441990970,7:439,21614054683,33:203,4:51,1:01,answered,
458,1402/02/23 10:56:13,7790,10:887,3271,33:628,5:38,0:00,No answer,no pickup
459,1402/08/04 19:00:09,9572545,20:660,921163399129,6:610,0:29,0:00,busy,
460,1402/03/23 19:29:16,2142170342,31:362,421705955,29:765,1:07,4:31,answered,
461,1402/11/02 18:50:15,21646692758,36:108,6168740,7:397,3:10,0:00,busy,
462,1402/08/04 08:11:46,7136,7:506,9421702577,13:511,2:04,0:00,busy,
463,1402/09/05 14:09:40,2142170697,14:427,814,39:892,3:03,2:50,answered,
464,1402/03/03 09:04:17,830,26:183,164,29:992,3:33,1:42,answered,
465,1402/03/23 13:22:58,2142170301,37:498,921642356778,36:901,4:12,0:00,busy,
466,1402/03/21 14:40:37,21355027275,7:137,421707480,13:530,5:34,0:00,Failed,network error
467,1402/05/17 20:55:07,421707353,32:764,155,27:520,2:22,4:27,answered,
468,1402/12/22 13:40:18,6127,40:977,921628928664,-,0:05,0:00,No answer,no pickup
469,1402/07/07 10:49:29,1961798,36:490,421708890,31:227,2:50,0:00,busy,
470,1402/01/14 07:00:01,760,10:909,4844446,34:939,5:38,0:00,busy,
471,1402/11/13 18:11:25,2142170629,21:629,921486396096,15:201,5:51,1:32,answered,
472,1402/12/05 14:40:40,21748253110,23:291,921192098196,15:404,1:34,1:46,answered,
473,1402/10/04 08:09:18,504,17:284,421703091,-,2:58,1:25,answered,
474,1402/01/04 12:22:30,21806171366,40:714,8224029,11:634,5:16,0:00,busy,
475,1402/03/09 11:30:12,21490808823,6:456,2305231,19:578,5:51,0:00,busy,
476,1402/12/09 13:06:37,786,38:419,523,14:839,3:27,0:00,busy,
477,1402/11/27 08:28:10,794,3:623,2966395,27:400,4:52,5:33,answered,
478,1402/02/07 17:23:23,2142170701,10:898,2142170662,1:426,5:00,5:21,answered,
479,1402/02/18 11:45:38,421708953,5:687,421707493,27:798,3:20,2:12,answered,
480,1402/06/19 13:15:36,421701770,2:391,7117,-,3:18,1:53,answered,
481,1402/07/03 15:49:20,188,32:727,21601716445,-,3:31,0:00,No answer,no pickup
482,1402/09/01 18:55:03,2591030,17:903,21315632135,-,0:16,0:00,No answer,no pickup
483,1402/03/25 16:56:54,2142170742,27:752,2142170812,8:634,4:15,4:30,answered,
484,1402/12/28 10:44:04,8457314,5:606,2583,-,1:29,0:00,busy,
485,1402/09/04 09:14:58,471,24:494,4988547,40:625,1:49,0:00,busy,
486,1402/08/06 11:01:30,414,34:563,921349127113,8:663,0:22,3:13,answered,
487,1402/07/07 11:12:25,421707868,12:708,1745106,39:605,4:27,0:00,busy,
488,1402/10/23 18:25:25,21131310094,26:203,281,18:607,1:10,1:22,answered,
489,1402/03/06 12:57:29,5940128,10:113,9421705325,28:442,0:11,0:00,busy,
490,1402/01/19 17:18:53,2142170220,15:637,8907371,10:893,0:06,2:51,answered,
491,1402/06/17 19:42:54,6775847,39:595,6705,34:845,5:01,1:26,answered,
492,1402/04/13 17:06:17,421703570,35:560,753,34:279,2:58,0:00,busy,
493,1402/10/04 13:50:29,6569644,37:911,198,19:212,0:31,0:00,busy,
494,1402/05/01 14:02:13,3728498,19:945,2142170574,4:600,2:00,3:22,answered,
495,1402/04/14 16:58:05,1042548,19:324,2142170242,-,5:40,0:00,Failed,network error
496,1402/11/11 19:37:08,761,13:356,5942,36:304,2:19,0:19,answered,
497,1402/07/14 14:01:58,8826,36:127,921228758575,27:190,1:39,2:50,answered,
498,1402/08/26 19:55:33,421709529,30:959,1626,-,5:06,0:00,busy,
499,1402/12/23 07:44:13,2142170249,34:247,9421706019,32:239,1:57,0:00,busy,
500,1402/09/04 10:13:06,3440793,31:125,421702029,29:500,0:59,0:00,No answer,no pickup
501,1402/12/22 10:10:32,21567238497,35:305,421707202,19:396,5:06,4:31,answered,
502,1402/08/04 16:24:00,2142170566,38:410,421708662,-,0:58,2:08,answered,
503,1402/12/17 13:32:04,840,12:771,2142170688,37:447,3:45,1:17,answered,
504,1402/06/19 16:22:37,5617679,40:949,2142170984,3:130,5:10,1:06,answered,
505,1402/05/04 07:54:47,2775331,5:552,2142170761,39:746,0:59,1:20,answered,
506,1402/09/26 19:12:05,21862983347,38:124,9421705332,7:308,0:51,1:57,answered,
507,1402/06/20 15:54:08,21669815287,5:549,497,25:994,0:36,0:08,answered,
508,1402/04/27 11:59:53,5117,17:499,198,5:993,1:18,0:34,answered,
509,1402/02/19 14:59:58,4898,17:768,7908,-,2:12,0:00,busy,
510,1402/02/14 16:47:39,2142170123,6:664,1371990,9:377,5:02,0:02,answered,
511,1402/11/22 18:01:35,935,31:153,921843000389,25:812,1:27,0:00,No answer,no pickup
512,1402/01/08 13:47:48,7821719,35:681,6356033,-,5:15,0:04,answered,
513,1402/11/03 08:16:34,21372405593,14:606,3967,23:979,1:28,0:00,busy,
514,1402/02/07 09:53:33,5584384,15:412,9810569,14:225,2:46,1:02,answered,
515,1402/02/02 11:54:39,421708710,25:607,9421701449,-,3:02,1:13,answered,
516,1402/01/11 18:53:39,368,28:986,21508509549,4:926,0:35,3:46,answered,
517,1402/01/09 19:43:17,5876998,6:355,3673,19:445,4:25,0:39,answered,
518,1402/08/02 12:30:40,2142170644,36:323,21249542770,38:181,2:57,4:35,answered,
519,1402/03/05 20:39:41,2142170272,4:338,5472,3:288,5:32,3:37,answered,
520,1402/09/15 08:32:04,2142170183,16:308,21540580935,24:949,5:26,0:41,answered,
521,1402/06/02 11:59:09,520,38:126,6565749,14:927,2:32,5:49,answered,
522,1402/04/19 15:36:40,9953690,36:851,2142170711,8:967,4:51,0:00,Failed,network error
523,1402/06/24 08:44:15,21888754394,29:850,635,27:470,0:22,4:32,answered,
524,1402/05/11 12:07:05,21679376392,27:531,792,10:689,3:40,0:00,busy,
525,1402/03/28 07:53:27,421703702,2:806,421707487,5:235,4:55,0:00,busy,
526,1402/12/02 08:47:58,7652,23:559,921934155999,29:858,3:18,3:44,answered,
527,1402/11/15 13:20:28,421703981,12:620,2142170199,18:891,0:14,2:31,answered,
528,1402/10/20 12:06:22,2142170198,19:269,921556522036,18:598,3:14,1:18,answered,
529,1402/03/01 16:57:02,2142170234,35:650,2142170238,1:600,0:23,0:00,No answer,no pickup
530,1402/02/15 13:31:16,421705967,6:985,2142170841,18:849,5:07,0:00,busy,
531,1402/06/02 13:06:59,2142170231,34:425,3854781,36:776,5:02,0:00,busy,
532,1402/05/05 10:40:56,1329633,6:628,8272,14:103,3:04,0:00,busy,
533,1402/11/19 10:40:22,993,31:643,2142170164,12:998,2:53,0:00,busy,
534,1402/08/11 10:42:27,421705776,8:280,9741314,21:776,0:22,5:25,answered,
535,1402/06/09 17:20:26,3779630,26:928,5836,26:366,0:17,3:46,answered,
536,1402/09/01 18:01:51,421706047,25:192,921492831995,22:461,4:04,5:03,answered,
537,1402/03/12 12:26:13,4583,36:850,2142170963,1:136,0:48,4:06,answered,
538,1402/12/04 20:50:24,7702,26:234,5033,18:982,0:04,0:32,answered,
539,1402/02/09 17:36:30,7008921,25:398,921494568044,15:516,4:17,3:18,answered,
540,1402/08/12 14:36:06,9836076,20:440,9173906,6:197,4:10,0:00,No answer,no pickup
541,1402/10/25 10:03:49,421708931,32:358,2142170797,22:954,1:02,2:44,answered,
542,1402/12/16 15:35:54,7043,6:207,9421709753,5:484,1:48,0:10,answered,
543,1402/09/16 09:47:55,2237,36:528,421701672,19:220,3:18,0:00,busy,
544,1402/12/12 15:38:16,5859592,31:573,2142170583,22:864,5:54,0:00,No answer,no pickup
545,1402/04/23 08:34:29,421703870,22:196,7227104,-,1:04,0:00,busy,
546,1402/09/18 17:42:12,2142170935,5:706,21444694596,14:386,1:16,0:00,Failed,network error
547,1402/04/07 08:59:51,2289,40:250,921699949732,31:995,0:20,0:57,answered,
548,1402/12/16 12:19:53,21387675481,34:424,966,39:962,1:10,0:00,No answer,no pickup
549,1402/06/28 14:49:42,5268774,23:845,421709652,40:673,1:24,2:11,answered,
550,1402/01/20 11:02:41,1375830,18:757,6154,3:812,5:16,2:40,answered,
551,1402/11/23 07:20:06,21179772781,35:384,21609222161,13:770,4:47,0:21,answered,
552,1402/10/07 18:32:26,6295806,12:750,921113824127,1:418,2:35,2:07,answered,
553,1402/03/11 16:40:01,2142170891,11:907,9421702112,-,0:56,0:00,busy,
554,1402/04/27 10:17:56,4432406,13:281,3429,17:814,3:16,0:31,answered,
555,1402/10/07 18:27:22,2142170658,19:312,9421703096,33:664,5:50,2:05,answered,
556,1402/08/19 12:23:36,4437,25:774,1182,3:430,5:06,5:22,answered,
557,1402/08/26 16:29:37,21367551254,37:811,2142170882,26:584,1:16,0:00,No answer,no pickup
558,1402/05/19 13:37:01,6957640,11:624,916,20:711,5:33,1:36,answered,
559,1402/01/22 09:12:56,421703501,12:408,3576,12:341,1:27,0:46,answered,
560,1402/07/23 10:58:30,421703850,25:951,9421703517,16:881,0:24,1:20,answered,
561,1402/06/12 12:32:52,421707546,1:725,921915790392,26:179,5:14,0:00,No answer,no pickup
562,1402/07/05 11:19:24,421708303,31:135,7156,27:283,1:25,0:00,busy,
563,1402/11/13 13:49:03,9171516,20:535,21352986707,8:718,3:32,0:00,busy,
564,1402/12/19 11:12:32,2142170858,40:845,2268612,28:149,3:18,0:07,answered,
565,1402/06/14 07:28:20,850,20:751,5654084,-,5:02,4:47,answered,
566,1402/06/15 18:39:15,421,34:682,421703276,5:434,2:02,0:00,No answer,no pickup
567,1402/07/04 19:12:36,421702681,17:410,5660241,35:974,1:44,0:00,No answer,no pickup
568,1402/05/09 14:38:50,21697364248,21:199,21724406306,2:826,2:14,0:00,busy,
569,1402/08/05 14:54:47,21597969586,32:315,9421709055,11:789,3:16,3:02,answered,
570,1402/03/20 12:36:27,2785138,27:883,5457702,-,5:31,0:00,busy,
571,1402/10/10 09:55:10,421707826,26:663,421702633,14:528,4:17,0:00,Failed,network error
572,1402/09/27 12:48:29,2142170615,12:799,921467747226,25:694,5:26,3:26,answered,
573,1402/10/21 14:43:05,421701932,24:123,421707059,25:665,4:55,1:54,answered,
574,1402/01/07 16:29:29,421708532,16:800,9421704524,16:915,1:29,4:41,answered,
575,1402/09/04 18:49:38,21623710068,35:831,9421707164,-,5:03,0:00,No answer,no pickup
576,1402/06/14 17:21:09,2142170705,16:914,921976112491,17:199,2:41,0:00,busy,
577,1402/01/25 09:09:33,2773454,19:126,9421706749,24:677,2:45,2:19,answered,
578,1402/05/21 10:01:54,3947742,14:697,2142170394,38:112,2:23,0:00,No answer,no pickup
579,1402/08/21 09:55:33,9867925,31:279,2142170958,25:114,5:04,2:14,answered,
580,1402/11/01 20:47:54,2142170432,34:333,2357,24:780,0:25,5:06,answered,
581,1402/05/26 18:11:44,2142170914,16:333,421701798,30:281,0:38,2:35,answered,
582,1402/04/19 19:37:30,2142170231,30:200,2142170940,4:426,5:04,1:30,answered,
583,1402/02/24 14:49:41,21817318939,13:703,9421705909,40:873,3:00,2:48,answered,
584,1402/05/22 15:32:19,572,29:214,9784448,12:599,0:20,4:30,answered,
585,1402/09/10 12:49:33,321,31:205,921517582313,40:315,4:43,1:20,answered,
586,1402/07/25 18:17:14,421704622,17:583,2142170687,20:479,1:19,0:00,busy,
587,1402/07/02 13:22:41,2142170657,9:567,7966,2:938,5:12,1:42,answered,
588,1402/02/03 10:10:20,5450566,31:838,9833987,3:899,5:24,0:00,No answer,no pickup
589,1402/05/04 14:08:56,8349960,5:432,421701548,27:944,1:55,1:37,answered,
590,1402/05/18 15:52:18,2142170481,2:243,9421704598,5:991,5:45,0:00,No answer,no pickup
591,1402/12/09 11:38:47,6573257,2:243,855,27:537,3:51,3:51,answered,
592,1402/09/25 08:34:10,21908509608,33:966,9749511,37:579,4:41,1:48,answered,
